Student_ID,Student_Name,Gender,Age,Class,Section,Maths,Science,English,Social,Computer,Total_Marks,Percentage,Grade,Attendance,City
1321,Aparna,Female,16,8,C,39,70,71,62,35,277,55.4,D,80,Vijayawada
1322,Priya,Male,15,8,C,83,79,71,93,98,424,84.8,A,98,Vizag
1323,Rahul,Female,17,9,C,70,35,66,40,42,253,50.6,D,75,Rajahmundry
1324,Priya,Male,16,9,C,92,72,84,46,57,351,70.2,B,80,Hyderabad
1325,Kiran,Female,17,8,C,72,95,82,83,94,426,85.2,A,100,Guntur
1326,Arjun,Female,15,8,C,53,35,63,65,94,310,62.0,C,92,Vijayawada
1327,Rohit,Female,15,10,C,60,82,90,86,72,390,78.0,B,84,Vizag
1328,Rahul,Male,17,10,C,90,39,83,96,42,350,70.0,B,81,Hyderabad
1329,Sneha,Female,18,8,C,39,54,51,76,61,281,56.2,D,84,Guntur
1330,Anjali,Female,16,8,B,82,50,35,39,36,242,48.4,F,79,Vizag
1331,Arjun,Male,17,9,C,40,51,41,73,48,253,50.6,D,81,Vijayawada
1332,Sneha,Male,17,8,C,78,50,58,88,98,372,74.4,B,93,Hyderabad
1333,Rahul,Female,16,9,C,81,42,52,55,74,304,60.8,C,85,Vijayawada
1334,Sneha,Female,18,9,B,50,55,36,47,69,257,51.4,D,80,Hyderabad
1335,Arjun,Female,17,8,B,84,69,63,88,97,401,80.2,A,76,Hyderabad
1336,Rohit,Male,17,9,A,62,48,45,64,94,313,62.6,C,95,Vizag
1337,Rahul,Female,15,8,B,89,40,53,49,64,295,59.0,D,83,Rajahmundry
1338,Sneha,Female,17,9,C,61,70,60,71,84,346,69.2,C,94,Guntur
1339,Aparna,Female,16,10,C,61,35,63,97,94,350,70.0,B,88,Hyderabad
1340,Aparna,Male,16,8,B,72,55,80,70,89,366,73.2,B,90,Hyderabad
1341,Priya,Female,17,9,C,94,88,74,66,68,390,78.0,B,99,Hyderabad
1342,Divya,Female,17,10,A,69,81,93,93,63,399,79.8,B,80,Rajahmundry
1343,Divya,Female,15,9,B,87,40,65,76,99,367,73.4,B,86,Hyderabad
1344,Rohit,Male,17,8,A,81,67,48,81,37,314,62.8,C,81,Guntur
1345,Kiran,Female,15,10,A,97,44,57,73,82,353,70.6,B,82,Vizag
1346,Divya,Male,16,10,A,67,88,41,74,83,353,70.6,B,98,Hyderabad
1347,Sai,Female,17,9,A,70,92,35,93,53,343,68.6,C,79,Vizag
1348,Anjali,Female,15,10,B,40,79,54,86,60,319,63.8,C,75,Hyderabad
1349,Rohit,Female,15,9,B,35,60,55,81,75,306,61.2,C,82,Guntur
1350,Priya,Male,17,8,A,42,69,84,91,65,351,70.2,B,93,Rajahmundry
1351,Rahul,Female,15,10,C,68,46,90,87,80,371,74.2,B,87,Rajahmundry
1352,Anjali,Female,15,9,A,87,57,75,67,84,370,74.0,B,80,Hyderabad
1353,Anjali,Female,15,10,C,49,42,35,43,54,223,44.6,F,89,Hyderabad
1354,Rahul,Female,17,9,A,36,80,70,52,81,319,63.8,C,77,Vijayawada
1355,Aparna,Male,15,8,A,70,81,82,49,62,344,68.8,C,96,Vizag
1356,Rahul,Male,18,10,A,35,39,52,79,85,290,58.0,D,98,Rajahmundry
1357,Anjali,Female,18,10,C,37,57,39,52,50,235,47.0,F,90,Hyderabad
1358,Priya,Female,17,10,C,52,99,68,42,64,325,65.0,C,89,Vizag
1359,Priya,Male,18,8,B,74,51,43,76,79,323,64.6,C,75,Vizag
1360,Anjali,Male,18,8,B,79,47,54,37,98,315,63.0,C,86,Guntur
1361,Anjali,Female,15,9,A,49,90,82,54,68,343,68.6,C,96,Guntur
1362,Priya,Female,17,8,B,44,47,86,48,90,315,63.0,C,77,Guntur
1363,Sai,Female,15,10,A,73,54,84,62,91,364,72.8,B,93,Hyderabad
1364,Priya,Female,18,8,A,44,56,54,37,86,277,55.4,D,86,Hyderabad
1365,Divya,Female,17,8,A,70,85,46,88,77,366,73.2,B,86,Vijayawada
1366,Rohit,Male,18,9,C,60,67,81,92,57,357,71.4,B,81,Rajahmundry
1367,Aparna,Female,16,9,A,79,72,78,79,72,380,76.0,B,97,Vijayawada
1368,Aparna,Female,16,8,B,87,58,62,65,40,312,62.4,C,86,Guntur
1369,Aparna,Female,15,9,A,88,76,63,41,48,316,63.2,C,98,Vizag
1370,Sai,Male,15,8,A,55,53,39,72,59,278,55.6,D,81,Hyderabad
1371,Anjali,Male,16,10,A,41,66,38,77,87,309,61.8,C,98,Vijayawada
1372,Priya,Female,17,8,C,83,62,87,99,36,367,73.4,B,76,Guntur
1373,Priya,Male,15,9,C,59,47,80,39,92,317,63.4,C,88,Vizag
1374,Aparna,Male,15,9,A,41,50,82,66,50,289,57.8,D,82,Vijayawada
1375,Anjali,Male,18,10,C,92,92,65,59,50,358,71.6,B,99,Rajahmundry
1376,Aparna,Female,16,8,C,64,68,99,46,76,353,70.6,B,82,Vizag
1377,Rahul,Female,15,10,A,93,42,35,79,49,298,59.6,D,88,Vijayawada
1378,Aparna,Male,15,10,C,99,84,48,54,92,377,75.4,B,97,Hyderabad
1379,Sneha,Male,16,9,A,60,37,74,68,83,322,64.4,C,78,Guntur
1380,Kiran,Male,17,10,C,100,96,66,71,82,415,83.0,A,91,Guntur
1381,Anjali,Male,16,8,C,80,59,35,58,58,290,58.0,D,88,Rajahmundry
1382,Aparna,Male,15,8,A,38,71,36,96,88,329,65.8,C,84,Vizag
1383,Rahul,Female,18,8,C,88,100,36,85,47,356,71.2,B,93,Vijayawada
1384,Priya,Female,18,8,B,54,39,52,87,65,297,59.4,D,79,Hyderabad
1385,Sai,Male,18,9,A,74,99,73,36,78,360,72.0,B,76,Vizag
1386,Arjun,Male,15,9,A,37,76,82,100,56,351,70.2,B,79,Rajahmundry
1387,Sneha,Male,18,8,C,50,89,41,65,57,302,60.4,C,96,Vizag
1388,Sneha,Male,15,10,C,48,77,96,61,95,377,75.4,B,78,Vizag
1389,Rohit,Male,18,9,B,36,59,62,87,50,294,58.8,D,86,Hyderabad
1390,Sai,Female,17,10,C,83,44,54,43,82,306,61.2,C,83,Vijayawada
1391,Sai,Female,15,9,C,49,93,39,48,69,298,59.6,D,82,Vijayawada
1392,Rahul,Male,16,9,C,47,65,93,86,47,338,67.6,C,95,Vizag
1393,Divya,Male,17,10,C,64,80,82,67,48,341,68.2,C,89,Vijayawada
1394,Arjun,Male,15,8,C,56,75,63,81,90,365,73.0,B,97,Rajahmundry
1395,Rohit,Female,18,10,C,57,68,81,81,57,344,68.8,C,78,Guntur
1396,Anjali,Male,18,10,C,42,40,96,93,38,309,61.8,C,90,Hyderabad
1397,Priya,Male,18,10,B,100,54,66,81,57,358,71.6,B,99,Vizag
1398,Anjali,Male,17,9,C,85,90,49,55,76,355,71.0,B,95,Vizag
1399,Anjali,Female,15,10,A,77,78,75,51,51,332,66.4,C,77,Hyderabad
1400,Arjun,Male,18,9,B,39,57,96,37,59,288,57.6,D,75,Vizag
1401,Sai,Female,15,9,A,58,41,42,97,96,334,66.8,C,89,Vizag
1402,Priya,Male,18,8,B,84,84,44,81,39,332,66.4,C,84,Guntur
1403,Sneha,Female,15,9,A,82,55,42,49,79,307,61.4,C,76,Vijayawada
1404,Aparna,Male,18,8,C,39,56,84,35,98,312,62.4,C,98,Vizag
1405,Sneha,Female,18,10,B,47,53,66,41,96,303,60.6,C,77,Rajahmundry
1406,Divya,Male,17,9,A,44,100,96,54,35,329,65.8,C,83,Rajahmundry
1407,Sai,Female,15,9,B,77,70,60,43,97,347,69.4,C,81,Vijayawada
1408,Divya,Male,16,8,B,73,97,96,62,93,421,84.2,A,85,Vijayawada
1409,Aparna,Male,18,8,A,90,74,88,55,45,352,70.4,B,90,Hyderabad
1410,Arjun,Female,17,8,B,94,80,73,95,45,387,77.4,B,97,Vijayawada
1411,Divya,Male,17,8,A,45,75,97,89,36,342,68.4,C,90,Guntur
1412,Aparna,Female,16,8,C,38,80,91,62,68,339,67.8,C,93,Vizag
1413,Kiran,Female,18,9,C,70,39,88,63,78,338,67.6,C,93,Vizag
1414,Sai,Female,16,8,C,52,91,58,69,82,352,70.4,B,94,Hyderabad
1415,Divya,Male,18,10,C,70,70,43,89,45,317,63.4,C,90,Hyderabad
1416,Divya,Male,17,10,B,77,81,77,95,78,408,81.6,A,75,Vijayawada
1417,Rahul,Female,15,8,A,38,67,70,46,59,280,56.0,D,84,Vijayawada
1418,Divya,Female,17,10,B,81,62,70,74,81,368,73.6,B,90,Rajahmundry
1419,Anjali,Female,17,10,B,96,51,36,71,89,343,68.6,C,81,Rajahmundry
1420,Rohit,Male,18,9,C,65,79,92,97,72,405,81.0,A,99,Guntur
1421,Priya,Female,16,9,A,35,35,42,70,89,271,54.2,D,87,Rajahmundry
1422,Sai,Female,16,10,B,75,61,99,96,84,415,83.0,A,97,Hyderabad
1423,Divya,Male,18,8,A,37,59,40,100,47,283,56.6,D,76,Hyderabad
1424,Sneha,Male,17,8,B,78,91,44,37,83,333,66.6,C,81,Vijayawada
1425,Sneha,Female,16,9,B,90,97,70,52,97,406,81.2,A,89,Rajahmundry
1426,Rahul,Male,16,10,A,73,35,94,66,93,361,72.2,B,90,Vizag
1427,Rohit,Female,17,8,C,63,100,64,63,89,379,75.8,B,90,Hyderabad
1428,Rahul,Male,18,10,B,53,55,99,72,45,324,64.8,C,93,Vijayawada
1429,Anjali,Male,15,10,A,45,47,46,52,90,280,56.0,D,88,Rajahmundry
1430,Sneha,Male,18,9,C,69,80,67,94,35,345,69.0,C,97,Rajahmundry
1431,Aparna,Male,15,10,B,84,46,57,75,89,351,70.2,B,89,Rajahmundry
1432,Arjun,Female,16,9,A,91,63,60,92,87,393,78.6,B,81,Vizag
1433,Sai,Male,16,10,A,48,95,42,64,67,316,63.2,C,77,Rajahmundry
1434,Sai,Male,16,10,A,62,92,100,47,93,394,78.8,B,87,Vizag
1435,Arjun,Male,18,9,C,89,78,90,67,94,418,83.6,A,86,Vijayawada
1436,Divya,Female,18,9,C,59,68,57,51,91,326,65.2,C,91,Vijayawada
1437,Divya,Female,17,9,B,49,88,63,51,68,319,63.8,C,75,Vijayawada
1438,Arjun,Male,17,8,C,67,83,89,96,82,417,83.4,A,80,Hyderabad
1439,Aparna,Female,16,10,B,100,40,61,76,82,359,71.8,B,75,Rajahmundry
1440,Sai,Female,18,9,B,56,94,39,96,97,382,76.4,B,78,Vizag
1441,Anjali,Female,17,10,B,69,63,75,79,47,333,66.6,C,76,Vizag
1442,Divya,Male,18,9,C,84,54,71,88,85,382,76.4,B,93,Guntur
1443,Sneha,Female,18,10,A,86,91,90,36,89,392,78.4,B,93,Hyderabad
1444,Arjun,Male,15,8,B,80,77,86,46,39,328,65.6,C,87,Vijayawada
1445,Sneha,Female,17,9,C,65,49,67,47,95,323,64.6,C,96,Vizag
1446,Arjun,Female,18,8,B,94,62,59,62,68,345,69.0,C,83,Vijayawada
1447,Rahul,Male,16,10,A,53,45,42,57,84,281,56.2,D,78,Vizag
1448,Divya,Male,17,8,B,68,41,65,82,47,303,60.6,C,95,Vijayawada
1449,Priya,Female,17,9,A,73,61,43,74,50,301,60.2,C,98,Guntur
1450,Sneha,Female,17,10,B,61,47,73,39,89,309,61.8,C,97,Rajahmundry
1451,Divya,Male,18,8,A,89,65,51,63,90,358,71.6,B,97,Guntur
1452,Rohit,Male,18,8,C,41,35,57,72,79,284,56.8,D,95,Vijayawada
1453,Divya,Male,17,10,B,87,74,40,71,57,329,65.8,C,96,Vizag
1454,Rahul,Female,17,8,A,78,91,66,52,69,356,71.2,B,94,Guntur
1455,Sneha,Female,16,10,A,78,64,68,60,79,349,69.8,C,87,Guntur
1456,Divya,Male,16,10,C,77,38,73,41,72,301,60.2,C,79,Guntur
1457,Sneha,Male,18,9,B,57,38,73,48,41,257,51.4,D,86,Guntur
1458,Kiran,Male,16,10,C,93,47,68,35,93,336,67.2,C,85,Rajahmundry
1459,Arjun,Female,15,8,A,47,61,81,77,73,339,67.8,C,96,Vijayawada
1460,Aparna,Male,16,10,C,100,54,73,99,71,397,79.4,B,95,Guntur
1461,Kiran,Male,15,9,C,67,92,50,78,39,326,65.2,C,98,Rajahmundry
1462,Divya,Female,17,9,C,41,41,69,79,63,293,58.6,D,80,Hyderabad
1463,Sai,Male,17,8,C,98,49,48,43,78,316,63.2,C,95,Rajahmundry
1464,Aparna,Male,16,9,B,63,66,88,59,81,357,71.4,B,88,Guntur
1465,Aparna,Female,17,8,C,93,35,37,43,42,250,50.0,D,88,Hyderabad
1466,Sai,Male,18,9,A,44,99,69,94,54,360,72.0,B,82,Guntur
1467,Priya,Female,18,10,A,77,51,66,70,70,334,66.8,C,79,Vijayawada
1468,Kiran,Male,15,10,C,56,63,50,69,84,322,64.4,C,86,Vizag
1469,Kiran,Female,17,10,A,48,52,62,72,70,304,60.8,C,88,Vijayawada
1470,Rahul,Male,18,9,A,79,48,100,48,69,344,68.8,C,94,Guntur
1471,Aparna,Female,17,9,C,65,56,38,80,97,336,67.2,C,93,Guntur
1472,Priya,Female,15,8,C,38,80,92,47,57,314,62.8,C,97,Hyderabad
1473,Sneha,Female,15,9,B,94,96,41,52,98,381,76.2,B,75,Vizag
1474,Sneha,Female,15,10,C,52,47,65,61,67,292,58.4,D,89,Hyderabad
1475,Kiran,Female,18,10,B,96,48,69,48,64,325,65.0,C,91,Vijayawada
1476,Priya,Male,18,10,B,42,51,88,89,49,319,63.8,C,79,Guntur
1477,Arjun,Male,18,9,C,51,50,87,79,60,327,65.4,C,90,Hyderabad
1478,Rahul,Female,17,8,C,83,58,38,78,98,355,71.0,B,94,Rajahmundry
1479,Arjun,Male,15,8,C,83,76,73,62,47,341,68.2,C,83,Rajahmundry
1480,Sneha,Male,16,10,B,50,62,84,39,83,318,63.6,C,80,Vijayawada
1481,Anjali,Male,17,8,B,76,89,97,98,79,439,87.8,A,89,Guntur
1482,Sneha,Male,17,9,A,86,39,38,54,61,278,55.6,D,91,Hyderabad
1483,Rohit,Male,15,8,B,44,60,83,46,87,320,64.0,C,79,Rajahmundry
1484,Divya,Male,17,8,A,75,88,54,96,78,391,78.2,B,86,Vizag
1485,Anjali,Male,16,9,C,100,64,80,45,65,354,70.8,B,91,Rajahmundry
1486,Sai,Male,17,9,B,36,81,64,96,52,329,65.8,C,92,Guntur
1487,Aparna,Male,17,9,B,40,81,71,94,75,361,72.2,B,85,Guntur
1488,Kiran,Male,18,9,C,81,45,98,58,57,339,67.8,C,97,Guntur
1489,Aparna,Female,15,9,B,100,70,54,57,65,346,69.2,C,82,Vizag
1490,Aparna,Female,18,10,C,55,44,76,47,61,283,56.6,D,81,Vijayawada
1491,Kiran,Male,17,10,C,47,54,59,50,100,310,62.0,C,99,Vizag
1492,Sai,Male,17,9,A,41,46,47,37,54,225,45.0,F,82,Vizag
1493,Rahul,Female,17,8,B,93,46,98,59,59,355,71.0,B,80,Vijayawada
1494,Rahul,Male,18,10,C,99,73,62,62,85,381,76.2,B,91,Rajahmundry
1495,Priya,Female,15,10,C,48,74,66,79,45,312,62.4,C,91,Rajahmundry
1496,Divya,Female,17,10,B,61,85,78,99,85,408,81.6,A,92,Guntur
1497,Divya,Female,17,10,B,46,57,43,91,75,312,62.4,C,76,Guntur
1498,Anjali,Male,18,9,A,59,76,95,82,64,376,75.2,B,85,Guntur
1499,Kiran,Female,18,8,C,70,59,79,72,87,367,73.4,B,94,Vizag
1500,Aparna,Female,17,8,A,96,56,39,80,81,352,70.4,B,95,Vizag
1501,Sai,Female,18,8,B,92,66,84,36,66,344,68.8,C,91,Vizag
1502,Rohit,Male,15,10,A,75,63,83,41,71,333,66.6,C,75,Hyderabad
1503,Sai,Female,15,8,B,76,73,50,89,38,326,65.2,C,94,Vizag
1504,Anjali,Male,16,8,A,51,59,66,39,98,313,62.6,C,93,Rajahmundry
1505,Aparna,Male,16,10,A,56,84,87,74,82,383,76.6,B,82,Hyderabad
1506,Aparna,Male,18,8,B,64,95,48,99,96,402,80.4,A,90,Rajahmundry
1507,Aparna,Female,15,8,B,60,89,84,40,67,340,68.0,C,92,Vizag
1508,Arjun,Female,18,8,A,92,60,59,42,52,305,61.0,C,88,Rajahmundry
1509,Priya,Female,16,10,B,39,80,59,96,53,327,65.4,C,99,Vijayawada
1510,Rahul,Female,15,9,A,85,50,90,42,97,364,72.8,B,80,Guntur
1511,Rahul,Female,18,10,A,88,70,71,85,55,369,73.8,B,87,Hyderabad
1512,Rohit,Male,16,9,A,59,54,78,91,68,350,70.0,B,94,Guntur
1513,Anjali,Female,16,10,A,64,57,67,62,78,328,65.6,C,94,Guntur
1514,Divya,Female,18,10,A,77,72,65,95,46,355,71.0,B,99,Rajahmundry
1515,Arjun,Male,15,9,B,82,91,50,60,61,344,68.8,C,81,Vijayawada
1516,Rohit,Male,16,9,B,53,90,73,57,95,368,73.6,B,82,Rajahmundry
1517,Divya,Male,18,9,C,71,99,48,50,75,343,68.6,C,93,Guntur
1518,Rahul,Female,15,8,B,49,95,46,67,66,323,64.6,C,86,Vijayawada
1519,Sneha,Male,18,8,C,69,63,100,94,93,419,83.8,A,91,Rajahmundry
1520,Priya,Female,17,8,C,85,84,94,40,79,382,76.4,B,80,Vijayawada
1521,Sneha,Male,17,8,B,73,99,84,40,54,350,70.0,B,86,Guntur
1522,Sai,Male,18,10,A,84,74,89,56,91,394,78.8,B,97,Vijayawada
1523,Rahul,Male,16,8,A,59,84,46,43,61,293,58.6,D,97,Guntur
1524,Rohit,Male,17,10,A,66,35,54,98,94,347,69.4,C,87,Vijayawada
1525,Aparna,Male,17,9,A,70,74,95,47,64,350,70.0,B,79,Hyderabad
1526,Arjun,Female,18,9,A,47,44,52,75,63,281,56.2,D,97,Vizag
1527,Divya,Female,18,8,A,76,37,84,84,94,375,75.0,B,85,Hyderabad
1528,Divya,Male,18,10,B,44,82,47,52,94,319,63.8,C,79,Rajahmundry
1529,Kiran,Male,15,10,A,43,36,87,67,59,292,58.4,D,79,Vijayawada
1530,Sneha,Female,17,9,C,75,55,49,63,58,300,60.0,C,80,Vijayawada
1531,Sneha,Female,18,8,C,95,86,83,49,72,385,77.0,B,75,Guntur
1532,Aparna,Female,16,8,C,70,77,45,47,39,278,55.6,D,78,Vijayawada
1533,Anjali,Male,15,8,C,54,72,49,65,47,287,57.4,D,85,Vizag
1534,Kiran,Female,16,10,B,48,54,45,86,52,285,57.0,D,76,Vizag
1535,Rohit,Female,18,10,B,36,86,36,36,93,287,57.4,D,87,Vijayawada
1536,Rahul,Male,18,10,C,61,35,79,86,57,318,63.6,C,76,Vijayawada
1537,Sai,Female,17,8,C,66,86,65,53,53,323,64.6,C,89,Guntur
1538,Arjun,Female,18,8,B,65,55,35,96,55,306,61.2,C,100,Guntur
1539,Sneha,Female,15,8,B,48,55,56,53,44,256,51.2,D,89,Vizag
1540,Rohit,Male,18,10,B,46,87,78,92,92,395,79.0,B,80,Vijayawada
1541,Priya,Female,17,8,A,83,70,44,59,37,293,58.6,D,89,Vijayawada
1542,Sai,Male,17,9,A,36,89,67,46,65,303,60.6,C,78,Rajahmundry
1543,Arjun,Male,15,10,C,49,86,99,80,50,364,72.8,B,96,Hyderabad
1544,Rohit,Female,18,8,C,58,62,47,79,39,285,57.0,D,90,Rajahmundry
1545,Sneha,Female,18,9,A,37,97,97,51,100,382,76.4,B,96,Hyderabad
1546,Divya,Male,17,10,C,82,82,93,98,70,425,85.0,A,77,Guntur
1547,Divya,Female,17,8,C,38,64,64,57,99,322,64.4,C,91,Rajahmundry
1548,Rahul,Male,15,10,A,92,49,72,71,58,342,68.4,C,99,Guntur
1549,Kiran,Male,17,10,B,73,59,70,82,61,345,69.0,C,93,Vizag
1550,Rahul,Male,15,9,C,37,46,93,99,80,355,71.0,B,84,Guntur
1551,Sai,Female,17,10,B,87,44,43,42,55,271,54.2,D,79,Vizag
1552,Rahul,Female,17,9,C,64,64,67,75,52,322,64.4,C,87,Rajahmundry
1553,Sai,Female,16,10,A,57,90,76,89,55,367,73.4,B,87,Rajahmundry
1554,Sai,Female,17,9,B,38,36,94,38,70,276,55.2,D,100,Vizag
1555,Sneha,Female,15,9,B,86,61,38,92,84,361,72.2,B,80,Vijayawada
1556,Aparna,Male,18,9,A,95,88,55,75,35,348,69.6,C,96,Rajahmundry
1557,Rahul,Male,17,8,A,83,71,61,48,84,347,69.4,C,91,Guntur
1558,Divya,Female,18,9,C,58,60,72,91,93,374,74.8,B,92,Vizag
1559,Priya,Male,17,10,C,88,95,73,56,85,397,79.4,B,90,Hyderabad
1560,Sneha,Female,16,8,B,90,97,89,47,94,417,83.4,A,91,Rajahmundry
1561,Sai,Male,17,8,A,96,98,80,66,58,398,79.6,B,89,Vizag
1562,Anjali,Female,16,8,C,74,65,61,73,79,352,70.4,B,93,Rajahmundry
1563,Rahul,Female,16,8,A,99,55,98,37,87,376,75.2,B,77,Rajahmundry
1564,Kiran,Female,18,10,C,63,65,77,70,92,367,73.4,B,87,Rajahmundry
1565,Rohit,Female,18,9,B,59,78,62,83,39,321,64.2,C,80,Hyderabad
1566,Priya,Male,17,10,A,76,56,57,71,56,316,63.2,C,95,Rajahmundry
1567,Rohit,Male,18,9,B,45,70,48,57,99,319,63.8,C,79,Hyderabad
1568,Rohit,Female,16,9,B,41,45,71,73,39,269,53.8,D,89,Vizag
1569,Aparna,Female,16,10,A,98,83,39,70,66,356,71.2,B,78,Rajahmundry
1570,Rohit,Male,18,10,A,37,93,96,63,100,389,77.8,B,89,Hyderabad
1571,Rahul,Female,17,9,C,88,71,63,48,61,331,66.2,C,77,Vizag
1572,Kiran,Female,16,8,B,95,89,88,65,79,416,83.2,A,81,Vijayawada
1573,Sneha,Male,16,10,A,51,77,43,65,52,288,57.6,D,93,Rajahmundry
1574,Aparna,Male,17,8,B,71,87,82,49,41,330,66.0,C,88,Hyderabad
1575,Sneha,Female,16,10,A,69,58,44,59,72,302,60.4,C,77,Rajahmundry
1576,Kiran,Female,17,9,C,98,72,89,49,61,369,73.8,B,87,Rajahmundry
1577,Arjun,Male,17,9,C,42,48,77,91,49,307,61.4,C,84,Guntur
1578,Anjali,Male,18,9,A,62,68,91,80,62,363,72.6,B,75,Hyderabad
1579,Arjun,Male,15,8,B,76,76,79,83,64,378,75.6,B,89,Vijayawada
1580,Arjun,Male,15,10,C,69,75,50,73,87,354,70.8,B,95,Vizag
1581,Kiran,Male,15,10,B,61,94,65,43,49,312,62.4,C,79,Vijayawada
1582,Anjali,Male,15,8,A,53,89,70,90,81,383,76.6,B,79,Vijayawada
1583,Rohit,Male,16,8,C,84,67,57,46,51,305,61.0,C,75,Vijayawada
1584,Arjun,Male,17,8,C,96,42,39,67,84,328,65.6,C,75,Vizag
1585,Kiran,Female,16,10,B,37,97,85,44,83,346,69.2,C,82,Vizag
1586,Kiran,Female,16,8,B,80,72,89,52,60,353,70.6,B,92,Guntur
1587,Rahul,Male,16,9,A,61,90,61,69,35,316,63.2,C,77,Guntur
1588,Rohit,Male,15,9,A,96,42,80,64,57,339,67.8,C,97,Vijayawada
1589,Anjali,Female,16,10,B,74,96,90,63,35,358,71.6,B,96,Rajahmundry
1590,Sneha,Female,18,10,C,44,86,69,52,36,287,57.4,D,86,Rajahmundry
1591,Divya,Female,16,10,C,42,98,81,53,73,347,69.4,C,100,Guntur
1592,Rahul,Male,18,9,B,76,77,95,45,37,330,66.0,C,81,Hyderabad
1593,Arjun,Male,16,10,B,87,96,54,83,85,405,81.0,A,79,Vizag
1594,Aparna,Female,18,8,B,70,66,83,70,35,324,64.8,C,90,Rajahmundry
1595,Sneha,Female,15,10,A,71,43,95,51,97,357,71.4,B,96,Rajahmundry
1596,Rohit,Male,17,8,C,78,92,38,48,72,328,65.6,C,83,Rajahmundry
1597,Divya,Female,16,9,C,49,71,57,98,63,338,67.6,C,85,Rajahmundry
1598,Divya,Female,16,9,B,60,92,90,95,58,395,79.0,B,85,Guntur
1599,Rahul,Male,18,10,C,90,63,95,76,74,398,79.6,B,93,Rajahmundry
1600,Kiran,Female,18,8,C,94,75,50,86,89,394,78.8,B,89,Rajahmundry
1601,Rahul,Female,17,9,C,39,90,81,78,94,382,76.4,B,79,Vizag
1602,Priya,Female,16,10,B,54,56,95,77,60,342,68.4,C,100,Vijayawada
1603,Anjali,Male,17,10,B,51,59,48,67,59,284,56.8,D,81,Guntur
1604,Rohit,Female,16,9,A,66,93,71,65,96,391,78.2,B,90,Guntur
1605,Rohit,Male,17,9,A,96,44,97,97,63,397,79.4,B,84,Hyderabad
1606,Anjali,Male,15,10,B,64,55,65,98,49,331,66.2,C,86,Guntur
1607,Rahul,Female,16,8,C,68,58,95,54,64,339,67.8,C,84,Vizag
1608,Rahul,Female,18,10,B,51,50,47,97,96,341,68.2,C,88,Vijayawada
1609,Priya,Female,16,9,A,50,60,88,63,69,330,66.0,C,77,Guntur
1610,Rahul,Female,18,10,C,35,37,42,91,89,294,58.8,D,100,Hyderabad
1611,Rahul,Male,18,9,C,40,92,48,88,67,335,67.0,C,78,Vizag
1612,Kiran,Male,16,10,B,52,90,53,42,89,326,65.2,C,91,Rajahmundry
1613,Aparna,Female,17,9,C,63,57,84,62,63,329,65.8,C,79,Hyderabad
1614,Sneha,Female,16,8,C,98,40,98,49,99,384,76.8,B,82,Guntur
1615,Priya,Female,16,8,C,65,42,55,98,78,338,67.6,C,86,Hyderabad
1616,Rahul,Male,17,9,C,64,72,60,62,51,309,61.8,C,77,Vizag
1617,Aparna,Female,15,8,A,68,77,90,73,84,392,78.4,B,84,Rajahmundry
1618,Sai,Female,15,9,B,45,90,63,100,79,377,75.4,B,82,Rajahmundry
1619,Kiran,Male,16,10,C,65,62,87,86,45,345,69.0,C,89,Vizag
1620,Aparna,Male,15,8,A,39,47,89,41,61,277,55.4,D,77,Hyderabad
1621,Rohit,Male,17,8,A,51,98,88,98,45,380,76.0,B,94,Vijayawada
1622,Sai,Male,16,8,B,93,55,60,92,45,345,69.0,C,85,Rajahmundry
1623,Kiran,Female,17,10,B,49,69,70,80,56,324,64.8,C,85,Vijayawada
1624,Divya,Female,15,10,B,72,89,70,67,83,381,76.2,B,95,Vijayawada
1625,Arjun,Male,17,10,C,63,76,69,46,49,303,60.6,C,77,Hyderabad
1626,Priya,Male,16,10,C,44,72,48,95,70,329,65.8,C,82,Vizag
1627,Aparna,Male,18,8,B,42,49,73,76,71,311,62.2,C,85,Rajahmundry
1628,Rohit,Female,17,10,A,63,40,56,88,67,314,62.8,C,92,Hyderabad
1629,Sneha,Male,18,9,B,69,64,76,84,60,353,70.6,B,76,Vijayawada
1630,Kiran,Female,16,8,A,56,72,66,98,72,364,72.8,B,75,Vizag
1631,Arjun,Female,17,10,C,77,36,90,43,38,284,56.8,D,84,Vijayawada
1632,Priya,Male,17,10,C,61,88,91,64,46,350,70.0,B,86,Vizag
1633,Divya,Male,15,8,A,37,48,80,53,80,298,59.6,D,76,Hyderabad
1634,Divya,Male,18,8,B,75,36,73,96,62,342,68.4,C,93,Vizag
1635,Anjali,Male,17,9,C,70,87,35,78,90,360,72.0,B,89,Vizag
1636,Divya,Female,16,10,C,89,65,47,97,35,333,66.6,C,92,Vizag
1637,Sai,Female,17,9,A,47,100,69,37,96,349,69.8,C,100,Vizag
1638,Anjali,Male,17,8,C,77,87,80,50,51,345,69.0,C,97,Vijayawada
1639,Rahul,Female,15,9,A,40,82,35,85,66,308,61.6,C,98,Guntur
1640,Rahul,Male,15,10,C,43,92,53,48,39,275,55.0,D,93,Vizag
1641,Rohit,Male,17,10,A,72,55,66,80,64,337,67.4,C,80,Hyderabad
1642,Kiran,Male,16,8,A,98,57,74,68,64,361,72.2,B,78,Vizag
1643,Sai,Male,15,9,B,65,83,95,47,74,364,72.8,B,97,Rajahmundry
